head_forward,spine_angle,shoulder_tilt,label
-0.31417661905288696,178.90271046080244,0.03044724464416504,0
-0.32053765654563904,178.4486654723808,0.04337179660797119,0
-0.33017876744270325,179.08256878257652,0.05168944597244263,0
-0.3488064408302307,178.79190770080163,0.041039466857910156,0
-0.35096830129623413,178.2495548913627,0.04045504331588745,0
-0.3581739664077759,178.14005635383194,0.037047624588012695,0
-0.3477761447429657,177.40157090846418,0.037525057792663574,0
-0.33800265192985535,177.75755348575035,0.03762155771255493,0
-0.35191628336906433,177.39246437702076,0.04862266778945923,0
-0.35853779315948486,176.80013404753112,0.03869754076004028,0
-0.35215216875076294,177.44571527545753,0.021776854991912842,0
-0.3487604260444641,178.06292070533246,0.01682448387145996,0
-0.3447796702384949,179.1814696330976,0.012907028198242188,0
-0.34482041001319885,179.71383293645323,0.0072307586669921875,0
-0.335569828748703,179.22965827358877,0.017091870307922363,0
-0.3290329873561859,179.18349982097936,0.02711254358291626,0
-0.3431665003299713,179.09453094880436,0.01888728141784668,0
-0.3546196520328522,179.421828081546,0.024312853813171387,0
-0.35971271991729736,179.53039391801255,0.027542054653167725,0
-0.3622991442680359,179.71616542263789,0.02198612689971924,0
-0.3696417808532715,179.18594252593908,0.022198021411895752,0
-0.39779236912727356,179.51798352238947,0.026642322540283203,0
-0.40234142541885376,178.8586522449869,0.03296792507171631,0
-0.39813539385795593,178.47474813213609,0.045143067836761475,0
-0.3561439514160156,178.36305527482878,0.0319443941116333,0
-0.33529144525527954,178.60134457303928,0.040630459785461426,0
-0.3386462926864624,179.16310729836383,0.045308709144592285,0
-0.36498138308525085,179.4580431790055,0.030929923057556152,0
-0.37163859605789185,179.2766956738011,0.025973796844482422,0
-0.34454402327537537,179.68042656218023,0.01928997039794922,0
-0.32384711503982544,179.56648926773784,0.025376558303833008,0
-0.30980005860328674,178.61330394620333,0.004544079303741455,0
-0.29353058338165283,177.8040481548124,0.0035146474838256836,0
-0.3133334815502167,178.5299615913222,0.01717555522918701,0
-0.3469284772872925,179.49004049903667,0.020688354969024658,0
-0.3629818558692932,179.39988772653683,0.02845311164855957,0
-0.37227997183799744,179.0258444205099,0.023262441158294678,0
-0.396306574344635,179.8282117363692,0.024739086627960205,0
-0.3994309604167938,179.53389098335361,0.030711472034454346,0
-0.39369040727615356,179.77856024892478,0.03346186876296997,0
-0.40050044655799866,179.51842247921383,0.03327322006225586,0
-0.38659557700157166,179.81244626125488,0.0350797176361084,0
-0.37986230850219727,178.22927273911378,0.043328046798706055,0
-0.37830185890197754,177.51873011548489,0.044844210147857666,0
-0.36432620882987976,177.85923294612545,0.03800058364868164,0
-0.36265668272972107,177.86485160193945,0.03088301420211792,0
-0.375985711812973,177.42877823159685,0.02009737491607666,0
-0.3955889940261841,176.4881648760517,0.0005093812942504883,0
-0.4148728847503662,176.10281509841334,0.002575695514678955,0
-0.4158307611942291,176.32663074310017,0.004801630973815918,0
-0.40999144315719604,177.02530683107133,0.009562909603118896,0
-0.403799444437027,176.9072532049285,0.009597361087799072,0
-0.4027721583843231,176.92940508206118,0.011097490787506104,0
-0.4044455289840698,176.7900081014991,0.008413195610046387,0
-0.39024949073791504,176.70203637620241,0.002271711826324463,0
-0.38199570775032043,176.96898784843964,0.012540936470031738,0
-0.3917125463485718,177.1673483443264,0.013461410999298096,0
-0.3763302266597748,177.44820426572312,0.004529476165771484,0
-0.36540961265563965,177.77124081351045,0.005458235740661621,0
-0.34575867652893066,177.95088713655832,0.006093025207519531,0
-0.32709696888923645,177.7758812164309,0.004278302192687988,0
-0.32839345932006836,177.81123310768734,0.008442580699920654,0
-0.32513758540153503,178.37579519483907,0.00920170545578003,0
-0.3294900357723236,177.99080845680416,0.012118220329284668,0
-0.3320979177951813,178.12307030766718,0.005583703517913818,0
-0.33876460790634155,177.7305952394653,0.00821685791015625,0
-0.34137001633644104,177.9970490876487,0.008437633514404297,0
-0.342942476272583,177.72230545139251,0.009344518184661865,0
-0.3471190929412842,178.0056328834408,0.009326517581939697,0
-0.35392916202545166,178.2297540423004,0.006743967533111572,0
-0.36014944314956665,177.6218417197821,0.007440507411956787,0
-0.35915547609329224,177.45478415224122,0.015512526035308838,0
-0.3595829904079437,177.26146994033218,0.007754325866699219,0
-0.3657129406929016,177.5901372644076,0.0019243955612182617,0
-0.38280490040779114,176.7928620498465,0.00657200813293457,0
-0.38321584463119507,176.56214882127964,0.006125688552856445,0
-0.3829650282859802,176.8367046600049,6.276369094848633e-05,0
-0.37854233384132385,176.99073186636474,0.00019973516464233398,0
-0.38436049222946167,177.11116832247313,0.001977205276489258,0
-0.381003737449646,177.21560954643354,0.00729447603225708,0
-0.37741485238075256,177.64782860263716,0.006528258323669434,0
-0.371560662984848,177.81478713435993,0.005449056625366211,0
-0.37135884165763855,177.5196295689545,0.007918298244476318,0
-0.3715879023075104,177.8911707869633,0.01436072587966919,0
-0.36161017417907715,177.2565992877245,0.024341583251953125,0
-0.3642446994781494,177.36674633595135,0.0313684344291687,0
-0.37125393748283386,177.8671018585641,0.030446290969848633,0
